Prefecture	Municipality	prec_no	block_no	URL	平年降水量(mm)	平年平均気温(℃)	平年日最高気温(℃)	平年日最低気温(℃)	平年日照時間(時間)	平年降雪量(cm)	歴代最高気温(℃)	歴代最低気温(℃)	歴代最大降雪量(cm)
福井県	今庄	57	0577	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=0577&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福井県	敦賀	57	47631	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=57&block_no=47631&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福井県	小浜	57	0579	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=0579&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福井県	美山	57	0974	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=0974&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福井県	川上	57	0975	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=0975&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
福井県	美浜	57	1010	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=1010&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福井県	三国	57	1071	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=1071&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福井県	勝山	57	1226	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=1226&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福井県	越廼	57	1316	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=1316&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
福井県	九頭竜	57	1382	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=1382&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福井県	大飯	57	1454	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=1454&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
福井県	春江	57	1537	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=1537&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
福井県	武生	57	1565	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=57&block_no=1565&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
滋賀県	今津	60	0580	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0580&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
滋賀県	荒川	60	0581	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0581&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
滋賀県	春照	60	0582	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0582&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
滋賀県	彦根	60	47761	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=60&block_no=47761&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
滋賀県	近江八幡	60	0584	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0584&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
滋賀県	君ケ畑台地	60	0585	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0585&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
滋賀県	大津	60	0586	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0586&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
滋賀県	土山	60	0587	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0587&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
滋賀県	東近江	60	0963	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0963&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
滋賀県	信楽	60	0964	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0964&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
滋賀県	長浜	60	0976	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=0976&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
滋賀県	南小松	60	1083	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=1083&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
滋賀県	柳ケ瀬	60	1087	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=1087&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
滋賀県	霜ケ原	60	1361	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=1361&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
滋賀県	米原	60	1524	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=1524&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
滋賀県	朽木平良	60	1578	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=60&block_no=1578&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
滋賀県	伊吹山	60	47751	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=60&block_no=47751&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	峰山	61	0588	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0588&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	宮津	61	0589	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0589&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
京都府	舞鶴	61	47750	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=61&block_no=47750&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	仏坂	61	0591	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0591&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	浅原山	61	0592	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0592&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	福知山	61	0593	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0593&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
京都府	胡麻	61	0594	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0594&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	妙高山	61	0595	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0595&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	園部	61	0596	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0596&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
京都府	京都	61	47759	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=61&block_no=47759&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	京田辺	61	0598	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0598&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
京都府	鷲峰山	61	0599	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0599&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	花背峠	61	0920	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0920&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	知井	61	0927	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0927&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	京北	61	0928	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0928&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	間人	61	0965	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0965&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
京都府	本庄	61	0966	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=0966&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	長岡京	61	1025	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1025&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	睦寄	61	1160	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1160&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	美山	61	1303	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1303&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
京都府	須知	61	1378	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1378&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	三岳	61	1379	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1379&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
京都府	綾部	61	1380	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1380&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	三和	61	1383	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1383&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	坂浦	61	1641	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1641&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
京都府	綾部山家	61	1671	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=61&block_no=1671&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大阪府	能勢	62	0600	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=0600&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大阪府	箕面	62	0601	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=0601&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大阪府	豊中	62	0602	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=0602&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
大阪府	大阪	62	47772	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=62&block_no=47772&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
大阪府	生駒山	62	0604	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=0604&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大阪府	河内長野	62	0605	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=0605&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
大阪府	熊取	62	0606	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=0606&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大阪府	堺	62	1062	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=1062&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大阪府	枚方	62	1065	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=1065&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
大阪府	八尾	62	1470	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=1470&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
大阪府	関空島	62	1471	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=1471&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
大阪府	茨木	62	1602	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=62&block_no=1602&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
兵庫県	香住	63	0607	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0607&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	温泉	63	0608	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0608&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
兵庫県	三川山	63	0609	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0609&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	豊岡	63	47747	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=63&block_no=47747&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	八鹿	63	0611	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0611&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
兵庫県	和田山	63	0612	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0612&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	生野	63	0613	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0613&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	柏原	63	0614	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0614&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	一宮	63	0615	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0615&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	笠形山	63	0616	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0616&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	佐用	63	0617	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0617&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
兵庫県	後川	63	0618	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0618&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
兵庫県	上郡	63	0619	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0619&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	的場山	63	0620	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0620&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	姫路	63	47769	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=63&block_no=47769&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	名塩	63	0622	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0622&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	六甲山	63	0623	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0623&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	家島	63	0624	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0624&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	明石	63	0625	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0625&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	神戸	63	47770	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=63&block_no=47770&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	洲本	63	47776	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=63&block_no=47776&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	福良	63	0628	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0628&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	西脇	63	0956	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0956&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	大屋	63	0967	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0967&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
兵庫県	福崎	63	0968	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0968&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	三田	63	0969	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0969&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	郡家	63	0970	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0970&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	兎和野高原	63	0977	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=0977&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	三木	63	1227	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=1227&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	南淡	63	1337	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=1337&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
兵庫県	淡路町	63	1448	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=1448&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	芦屋	63	1449	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=1449&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	神戸塩屋	63	1450	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=1450&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
兵庫県	神戸空港	63	1587	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=1587&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
兵庫県	西宮	63	1588	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=63&block_no=1588&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
奈良県	奈良	64	47780	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=64&block_no=47780&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	針	64	0630	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0630&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
奈良県	田原本	64	0631	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0631&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
奈良県	曽爾	64	0632	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0632&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
奈良県	大宇陀	64	0633	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0633&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
奈良県	高見山	64	0634	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0634&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	五條	64	0635	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0635&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
奈良県	天辻	64	0636	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0636&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	山上ケ岳	64	0637	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0637&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	荒神岳	64	0638	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0638&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	日出岳	64	0639	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0639&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	上野地	64	0640	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0640&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	玉置山	64	0641	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0641&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
奈良県	上北山	64	0957	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=0957&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
奈良県	風屋	64	1228	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=1228&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
奈良県	高見	64	1366	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=1366&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	葛城	64	1376	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=1376&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
奈良県	壷坂	64	1377	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=1377&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	吉野	64	1439	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=1439&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
奈良県	天川	64	1619	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=1619&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
奈良県	下北山	64	1649	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=1649&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
奈良県	葛川	64	1669	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=64&block_no=1669&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
和歌山県	葛城山	65	0642	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0642&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
和歌山県	和歌山	65	47777	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=65&block_no=47777&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
和歌山県	岩出	65	0644	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0644&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
和歌山県	高野山	65	0645	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0645&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	護摩壇山	65	0646	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0646&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
和歌山県	御坊	65	0647	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0647&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
和歌山県	虎ケ峰峠	65	0648	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0648&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
和歌山県	新宮	65	0649	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0649&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	白浜	65	0650	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0650&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
和歌山県	日置川	65	0651	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0651&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
和歌山県	潮岬	65	47778	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=65&block_no=47778&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
和歌山県	栗栖川	65	0971	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0971&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	湯浅	65	0978	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=0978&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
和歌山県	清水	65	1063	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1063&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	本宮	65	1074	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1074&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
和歌山県	龍神	65	1089	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1089&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	色川	65	1172	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1172&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
和歌山県	かつらぎ	65	1342	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1342&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	西川	65	1347	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1347&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	友ケ島	65	1457	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1457&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	川辺	65	1485	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1485&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
和歌山県	南紀白浜	65	1589	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=65&block_no=1589&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
岡山県	大空山	66	0653	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=66&block_no=0653&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
岡山県	那岐山	66	0654	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=66&block_no=0654&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
